movie_title,production_date,genres,runtime_minutes,director_name,director_professions,director_birthYear,director_deathYear,movie_averageRating,movie_numerOfVotes,approval_Index,Production budget $,Domestic gross $,Worldwide gross $
Changeling,24-10-2008,"Biography,Crime,Drama",141,Clint Eastwood,"actor,producer,director",1930,alive,7.8,257820,7.018797409,55000000,35739802,113805580
The Watch,27-07-2012,"Comedy,Sci-Fi",102,Akiva Schaffer,"writer,director,producer",1977,alive,5.7,129358,4.804393012,55000000,34353000,67130045
The Hunted,14-03-2003,"Action,Crime,Drama",94,William Friedkin,"director,writer,producer",1935,alive,6,48586,4.631904416,55000000,34234008,47213095
Instinct,4/6/1999,"Drama,Thriller",126,Jon Turteltaub,"producer,director,writer",1963,alive,6.5,33567,4.852033564,55000000,34105207,34105207
Semi-Pro,29-02-2008,"Comedy,Sport",91,Kent Alterman,"producer,executive,director",\N,alive,5.8,83643,4.704925589,55000000,33479698,43980363
Annihilation,23-02-2018,"Adventure,Drama,Horror",115,Alex Garland,"writer,producer,director",1970,alive,6.8,331949,6.228488798,55000000,32732301,43070915
Crimson Peak,14-10-2015,"Drama,Horror,Mystery",119,Guillermo del Toro,"writer,producer,director",1964,alive,6.5,150910,5.570892522,55000000,31090320,74966854
The Pirates! Band of Misfits,28-03-2012,"Adventure,Animation,Comedy",88,-,-,-,-,6.7,49358,5.195444429,55000000,31051126,136143605
In the Heights,10/6/2021,"Drama,Musical,Romance",143,Jon M. Chu,"producer,writer,director",1979,alive,7.3,48214,5.6599185,55000000,29975167,43646976
Chain Reaction,2/8/1996,"Action,Drama,Sci-Fi",107,Andrew Davis,"director,cinematographer,producer",1946,alive,5.6,53363,4.352962389,55000000,21226204,60209334
The Fan,16-08-1996,"Action,Drama,Sport",116,Tony Scott,"producer,director,actor",1944,2012,5.9,49262,4.558506973,55000000,18582965,18582965
Elizabeth: The Golden Age,12/10/2007,"Biography,Drama,History",114,Shekhar Kapur,"actor,director,producer",1945,alive,6.8,72464,5.467070276,55000000,16285240,74870866
Imagine That,12/6/2009,"Comedy,Drama,Family",107,Karey Kirkpatrick,"writer,soundtrack,producer",1964,alive,5.6,15189,3.835239564,55000000,16222392,22438144
Gods and Generals,21-02-2003,"Biography,Drama,History",219,Ron Maxwell,"director,producer,writer",1949,alive,6.2,16611,4.301106533,55000000,12882934,12923936
Turbulence,10/1/1997,"Action,Thriller",100,Robert Butler,"miscellaneous,director,writer",1927,alive,4.9,12063,3.256282368,55000000,11532774,11532774
All the King's Men,22-09-2006,"Drama,Thriller",128,Steven Zaillian,"writer,producer,director",1953,alive,6.1,24930,4.4118267,55000000,7221458,9521458
Thunderbirds,30-07-2004,"Action,Adventure,Comedy",95,Jonathan Frakes,"actor,director,producer",1952,alive,4.3,14058,2.889832071,55000000,6768055,28231444
Lucky You,4/5/2007,"Drama,Romance,Sport",124,Curtis Hanson,"director,producer,writer",1945,2016,5.9,20772,4.183647172,55000000,5755286,6521829
Eye See You,20-09-2002,"Crime,Thriller",96,Jim Gillespie,"director,assistant_director,producer",\N,alive,5.3,28126,3.862973956,55000000,79161,1807990
"You, Me and Dupree",14-07-2006,"Comedy,Romance",110,-,-,-,-,5.6,82289,4.531416654,54000000,75802010,130402010
Seven Pounds,19-12-2008,Drama,123,Gabriele Muccino,"director,writer,producer",1967,alive,7.6,305821,6.930919877,54000000,69951824,166617328
Elizabethtown,14-10-2005,"Comedy,Drama,Romance",123,Cameron Crowe,"writer,producer,director",1957,alive,6.3,71016,5.046030447,54000000,26850426,50719373
Gigli,1/8/2003,"Comedy,Crime,Romance",121,Martin Brest,"director,actor,producer",1951,alive,2.6,49393,1.935606812,54000000,6087542,7126002
Shaft,16-06-2000,"Action,Crime,Thriller",99,John Singleton,"producer,writer,director",1968,2019,6,78098,4.841429677,53012938,70327868,107190108
The Dukes of Hazzard,5/8/2005,Comedy,104,Jay Chandrasekhar,"director,actor,writer",1968,alive,5.1,79888,4.103944126,53000000,80270227,109848461
Law Abiding Citizen,16-10-2009,"Action,Crime,Drama",109,F. Gary Gray,"director,actor,producer",1969,alive,7.4,301755,6.737770781,53000000,73357727,131159781
Black Mass,17-09-2015,"Biography,Crime,Drama",123,Scott Cooper,"actor,director,writer",1970,alive,6.9,183743,6.021765942,53000000,62575678,98837872
Anastasia,14-11-1997,"Adventure,Animation,Drama",94,-,-,-,-,7.1,126766,6.006224889,53000000,58403409,139801096
Domestic Disturbance,2/11/2001,"Crime,Thriller",89,Harold Becker,"director,producer,cinematographer",1928,alive,5.6,27826,4.084676535,53000000,45207112,54207112
Flags of Our Fathers,20-10-2006,"Action,Adventure,Drama",135,Clint Eastwood,"actor,producer,director",1930,alive,7.1,124909,5.998515874,53000000,33602376,63657941
Grindhouse,6/4/2007,"Action,Horror,Thriller",191,-,-,-,-,7.5,186177,6.564122891,53000000,25031037,50187789
Beloved,16-10-1998,"Drama,History,Horror",172,Jonathan Demme,"director,producer,writer",1944,2017,6,9205,3.897512253,53000000,22852487,22852487
Zero Dark Thirty,19-12-2012,"Drama,History,Thriller",157,Kathryn Bigelow,"director,producer,writer",1951,alive,7.4,305309,6.744145786,52500000,95720716,134612435
Mamma Mia!,2/7/2008,"Comedy,Musical,Romance",108,Phyllida Lloyd,"director,miscellaneous,assistant_director",1957,alive,6.5,250948,5.814106318,52000000,144130063,592235962
The Break-Up,2/6/2006,"Comedy,Drama,Romance",106,Peyton Reed,"director,producer,actor",1964,alive,5.8,134326,4.907075321,52000000,118703275,205727307
Valentine's Day,12/2/2010,"Comedy,Romance",125,Garry Marshall,"writer,producer,actor",1934,2016,5.7,121183,4.777015193,52000000,110485654,217569328
Casino,22-11-1995,"Crime,Drama",178,Martin Scorsese,"producer,director,actor",1942,alive,8.2,525727,7.815371007,52000000,42438300,110400000
The Change-Up,5/8/2011,"Comedy,Fantasy",112,David Dobkin,"producer,director,writer",1969,alive,6.3,186379,5.493273253,52000000,37243418,75997067
The Thin Red Line,23-12-1998,"Drama,History,War",170,Terrence Malick,"producer,writer,director",1943,alive,7.6,190250,6.665503353,52000000,36400491,97709034
Man on the Moon,22-12-1999,"Biography,Comedy,Drama",118,Milos Forman,"director,writer,actor",1932,2018,7.4,132739,6.290647064,52000000,34580635,47407635
Bulletproof Monk,16-04-2003,"Action,Comedy,Fantasy",104,Paul Hunter,"director,producer,writer",\N,alive,5.4,50991,4.174726396,52000000,23010607,26922492
"Me, Myself & Irene",23-06-2000,Comedy,116,-,-,-,-,6.6,240851,5.885640161,51000000,90570999,149270999
Alpha,15-08-2018,"Action,Adventure,Drama",96,Albert Hughes,"producer,director,writer",1972,alive,6.6,63604,5.239068532,51000000,35851379,99624873
Deck the Halls,22-11-2006,"Comedy,Family",93,John Whitesell,"director,producer",1953,alive,5,30448,3.666035093,51000000,35093569,46815807
The Adjustment Bureau,4/3/2011,"Romance,Sci-Fi,Thriller",106,George Nolfi,"writer,producer,director",\N,alive,7,260441,6.290609162,50200000,62495645,126931325
The Twilight Saga: New Moon,19-11-2009,"Adventure,Drama,Fantasy",130,Chris Weitz,"producer,writer,director",1969,alive,4.7,287855,4.214987665,50000000,296623634,687557727
Shrek,18-05-2001,"Adventure,Animation,Comedy",90,-,-,-,-,7.9,685948,7.679241984,50000000,267655011,491812794
Ted,29-06-2012,Comedy,106,Seth MacFarlane,"writer,producer,music_department",1973,alive,6.9,621136,6.640111876,50000000,218665740,556016627
22 Jump Street,5/6/2014,"Action,Comedy,Crime",112,-,-,-,-,7,382798,6.488961562,50000000,191719337,331333876
Robin Hood: Prince of Thieves,14-06-1991,"Action,Adventure,Drama",143,Kevin Reynolds,"director,writer,assistant_director",1952,alive,6.9,197442,6.05827075,50000000,165493908,390500000
Jerry Maguire,13-12-1996,"Comedy,Drama,Romance",139,Cameron Crowe,"writer,producer,director",1957,alive,7.3,271032,6.587265535,50000000,153952592,273552592
Patch Adams,25-12-1998,"Biography,Comedy,Drama",115,Tom Shadyac,"producer,director,actor",1958,alive,6.8,115975,5.702358757,50000000,135014968,202173000
Central Intelligence,16-06-2016,"Action,Comedy,Crime",107,Rawson Marshall Thurber,"producer,director,writer",1975,alive,6.3,195324,5.51500205,50000000,127440871,217194805
Anchorman 2: The Legend Continues,18-12-2013,Comedy,119,Adam McKay,"producer,writer,director",1968,alive,6.3,184628,5.488897945,50000000,127413176,172246223
Super 8,10/6/2011,"Action,Mystery,Sci-Fi",112,J.J. Abrams,"producer,writer,music_department",1966,alive,7,356792,6.452727211,50000000,127004179,257972745
Mr. Deeds,28-06-2002,"Comedy,Romance",96,Steven Brill,"writer,actor,producer",1962,alive,5.8,146521,4.94415825,50000000,126293452,171269535
Erin Brockovich,17-03-2000,"Biography,Drama",131,Steven Soderbergh,"producer,director,cinematographer",1963,alive,7.4,201911,6.519014776,50000000,125548685,257805243
Creed II,21-11-2018,"Action,Drama,Sport",130,Steven Caple Jr.,"director,producer,writer",\N,alive,7.1,128809,6.014576657,50000000,115715889,213591522
Peter Rabbit,8/2/2018,"Adventure,Comedy,Crime",95,Will Gluck,"producer,writer,miscellaneous",\N,alive,6.6,44204,5.062379177,50000000,115234093,346727372
How to Lose a Guy in 10 Days,7/2/2003,"Comedy,Romance",116,Donald Petrie,"director,actor,producer",1954,alive,6.4,245510,5.712314308,50000000,105807520,178503788
The Mule,14-12-2018,"Crime,Drama,Thriller",116,Clint Eastwood,"actor,producer,director",1930,alive,7,140226,5.971745977,50000000,103804407,173453994
Yes Man,19-12-2008,"Comedy,Romance",104,Peyton Reed,"director,producer,actor",1964,alive,6.8,366999,6.278708871,50000000,97690976,225990976
Non-Stop,28-02-2014,"Action,Mystery,Thriller",106,Jaume Collet-Serra,"director,producer",1974,alive,6.9,267394,6.212235518,50000000,91742160,222383055
Stepmom,25-12-1998,"Comedy,Drama",125,Chris Columbus,"producer,writer,director",1958,alive,6.8,70097,5.450455014,50000000,91137662,159745279
Failure to Launch,10/3/2006,"Comedy,Romance",97,Tom Dey,"director,producer,executive",1965,alive,5.6,82101,4.530474262,50000000,88715192,128402901
Inside Man,24-03-2006,"Crime,Drama,Mystery",129,Spike Lee,"director,producer,writer",1957,alive,7.6,377532,7.048712196,50000000,88634237,185798265
The Emoji Movie,26-07-2017,"Adventure,Animation,Comedy",86,Tony Leondis,"director,writer,actor",1967,alive,3.4,65866,2.643738992,50000000,86089513,216564839
The Post,22-12-2017,"Biography,Drama,History",116,Steven Spielberg,"producer,writer,director",1946,alive,7.2,153746,6.194894599,50000000,81903458,179769457
Payback,5/2/1999,"Action,Crime,Drama",100,Brian Helgeland,"writer,director,producer",\N,alive,7.1,140298,6.059208056,50000000,81526121,161626121
Congo,9/6/1995,"Action,Adventure,Mystery",109,Frank Marshall,"producer,miscellaneous,director",1946,alive,5.3,46533,4.059300039,50000000,81022333,152022333
Knowing,20-03-2009,"Action,Mystery,Sci-Fi",121,Alex Proyas,"director,writer,producer",1963,alive,6.2,237121,5.513825269,50000000,79957634,186450317
The Ring Two,18-03-2005,"Horror,Mystery",110,Hideo Nakata,"director,writer,producer",1961,alive,5.4,97601,4.432672477,50000000,75941727,161941727
We Bought a Zoo,23-12-2011,"Comedy,Drama,Family",124,Cameron Crowe,"writer,producer,director",1957,alive,7.1,145614,6.078635776,50000000,75624550,118729073
Moneyball,23-09-2011,"Biography,Drama,Sport",133,Bennett Miller,"director,producer,cinematographer",1966,alive,7.6,429654,7.121026896,50000000,75605492,111300835
Christmas with the Kranks,24-11-2004,"Comedy,Family",99,Joe Roth,"producer,director,miscellaneous",1948,alive,5.4,52963,4.18980192,50000000,73701902,96469187
Outbreak,10/3/1995,"Action,Drama,Thriller",127,Wolfgang Petersen,"director,writer,producer",1941,2022,6.6,131612,5.592184864,50000000,67823573,190023573
The Woman King,15-09-2022,"Action,Drama,History",135,Gina Prince-Bythewood,"writer,producer,director",\N,alive,6.7,47005,5.171365698,50000000,67328130,94374749
Race to Witch Mountain,13-03-2009,"Action,Adventure,Family",98,Andy Fickman,-,\N,alive,5.7,60790,4.487696129,50000000,67172595,105103784
The Forgotten,24-09-2004,"Drama,Mystery,Sci-Fi",91,Joseph Ruben,"director,writer,producer",1950,alive,5.8,66835,4.609195639,50000000,66711892,117211892
A Man Called Otto,25-12-2022,"Comedy,Drama",126,Marc Forster,"producer,director,writer",1969,alive,7.6,13059,5.167562416,50000000,62802303,104002303
Shanghai Knights,7/2/2003,"Action,Adventure,Comedy",114,David Dobkin,"producer,director,writer",1969,alive,6.2,108112,5.155551512,50000000,60470220,88316835
Curious George,10/2/2006,"Adventure,Animation,Comedy",87,Matthew O'Callaghan,"animation_department,director,writer",\N,alive,6.5,17131,4.530344889,50000000,58640119,71052604
American Reunion,4/4/2012,Comedy,113,-,-,-,-,6.7,216864,5.925099177,50000000,56758835,236799211
Hansel & Gretel: Witch Hunters,25-01-2013,"Action,Fantasy,Horror",88,Tommy Wirkola,"writer,director,actor",1979,alive,6.1,209141,5.366413137,50000000,55703475,214949716
Unfaithful,8/5/2002,"Drama,Romance,Thriller",124,Adrian Lyne,"director,writer,producer",1941,alive,6.7,91481,5.499612023,50000000,52752475,119114494
American Made,23-08-2017,"Action,Comedy,Crime",115,Doug Liman,"producer,director,miscellaneous",1965,alive,7.1,189143,6.215261995,50000000,51342000,135569212
Syriana,23-11-2005,"Drama,Thriller",128,Stephen Gaghan,"writer,miscellaneous,producer",1965,alive,6.9,131514,5.851989149,50000000,50824620,92690959
Resident Evil: Apocalypse,10/9/2004,"Action,Horror,Sci-Fi",94,Alexander Witt,"camera_department,assistant_director,director",1952,alive,6.1,202225,5.351320741,50000000,50740078,125168734
The Book of Life,17-10-2014,"Adventure,Animation,Comedy",95,Jorge R. Gutiérrez,"animation_department,writer,actor",\N,alive,7.2,73144,5.801365176,50000000,50151543,97651543
Absolute Power,14-02-1997,"Action,Crime,Drama",121,Clint Eastwood,"actor,producer,director",1930,alive,6.7,56655,5.263413,50000000,50068310,50068310
Firewall,10/2/2006,"Action,Crime,Thriller",105,Richard Loncraine,"director,writer,actor",1946,alive,5.8,58405,4.551660849,50000000,48751189,82751189
The Game,12/9/1997,"Drama,Mystery,Thriller",129,David Fincher,"producer,director,actor",1962,alive,7.7,402242,7.179110077,50000000,48265581,80369970
G.I. Jane,22-08-1997,"Action,Drama,War",125,Ridley Scott,"producer,director,production_designer",1937,alive,6,83203,4.869381867,50000000,48169156,48169156
Into the Storm,8/8/2014,"Action,Adventure,Drama",89,Steven Quale,"director,assistant_director,miscellaneous",\N,alive,5.8,69388,4.625192695,50000000,47602194,150429371
The Judge,10/10/2014,"Crime,Drama",141,David Dobkin,"producer,director,writer",1969,alive,7.4,193707,6.49643059,50000000,47119388,76073556
Silent Hill,21-04-2006,"Horror,Mystery",125,Christophe Gans,"director,writer,producer",1960,alive,6.5,233659,5.779968265,50000000,46982632,94704227
"Lyle, Lyle, Crocodile",6/10/2022,"Adventure,Animation,Comedy",106,-,-,-,-,6.1,6950,3.838550551,50000000,46888441,104013627
Rambo: Last Blood,19-09-2019,"Action,Crime,Thriller",89,Adrian Grunberg,"assistant_director,director,production_manager",\N,alive,6.1,100893,5.039255322,50000000,44819352,91378886
The Replacements,11/8/2000,"Comedy,Sport",118,Howard Deutch,"director,producer,actor",1950,alive,6.6,66302,5.259241972,50000000,44737059,50054511
The Negotiator,29-07-1998,"Action,Crime,Drama",140,F. Gary Gray,"director,actor,producer",1969,alive,7.3,145437,6.252925179,50000000,44705766,49105766
War Dogs,19-08-2016,"Biography,Comedy,Crime",114,Todd Phillips,"producer,director,writer",1970,alive,7.1,225166,6.306331442,50000000,43034523,86234503
Beverly Hills Cop III,25-05-1994,"Action,Comedy,Crime",104,John Landis,"producer,director,actor",1950,alive,5.5,83233,4.452760186,50000000,42586861,119180938
Gremlins 2: The New Batch,15-06-1990,"Comedy,Fantasy,Horror",106,-,-,-,-,6.4,106429,5.318724226,50000000,41476097,41476097
The Peacemaker,26-09-1997,"Action,Thriller",124,Mimi Leder,"producer,director,script_department",1952,alive,6,59477,4.721189678,50000000,41263140,62967368
Out of Time,3/10/2003,"Crime,Drama,Mystery",105,Carl Franklin,"actor,director,writer",1949,alive,6.5,62122,5.146416276,50000000,41083108,55489826
The Beach,11/2/2000,"Adventure,Drama,Romance",119,Danny Boyle,"director,producer,actor",1956,alive,6.6,242450,5.888853356,50000000,39778599,39778599
On Deadly Ground,18-02-1994,"Action,Adventure,Thriller",101,Steven Seagal,"actor,producer,writer",1952,alive,4.6,24375,3.286914625,50000000,38590458,38590458
Ninja Assassin,25-11-2009,"Action,Thriller",99,James McTeigue,"assistant_director,director,producer",\N,alive,6.3,73179,5.059937666,50000000,38122883,62209892
Raising Helen,28-05-2004,"Comedy,Drama,Romance",119,Garry Marshall,"writer,producer,actor",1934,2016,6,37413,4.516545792,50000000,37485528,49842431
The Nice Guys,19-05-2016,"Action,Comedy,Crime",116,Shane Black,"writer,actor,director",1961,alive,7.3,334384,6.700084699,50000000,36261763,59596747
For Love of the Game,17-09-1999,"Drama,Romance,Sport",137,Sam Raimi,"producer,writer,director",1959,alive,6.6,35811,4.960132074,50000000,35188640,46112640
Jack Frost,11/12/1998,"Comedy,Drama,Family",101,Troy Miller,"producer,director,writer",\N,alive,5.4,38265,4.060654614,50000000,34645374,34645374
Marmaduke,4/6/2010,"Comedy,Family",99,Tom Dey,"director,producer,executive",1965,alive,4.3,16012,2.931006998,50000000,33644788,89895930
Striptease,28-06-1996,"Comedy,Crime,Drama",115,Andrew Bergman,"writer,director,producer",1945,alive,4.5,46349,3.425365029,50000000,33109743,113309743
Hereafter,15-10-2010,"Drama,Fantasy,Romance",129,Clint Eastwood,"actor,producer,director",1930,alive,6.5,93586,5.342388988,50000000,32746941,108660270
Murder by Numbers,19-04-2002,"Crime,Mystery,Thriller",115,Barbet Schroeder,"director,producer,actor",1941,alive,6.1,59132,4.799462401,50000000,31874869,56643267
Assassins,6/10/1995,"Action,Crime,Thriller",133,Richard Donner,"director,producer,actor",1930,2021,6.3,84790,5.128200306,50000000,30306268,83306268
Hostiles,22-12-2017,"Drama,Western",134,Scott Cooper,"actor,director,writer",1970,alive,7.2,87858,5.898462289,50000000,29819114,36976336
